account_id,city,state
212011163676,ULJUGUN,ULSAN
365180237273,CHUNGCHEONGNAMDO,GONGJUSI
967914239536,BUKGU,DAEGU
218973930486,DAEGU,DAEGU
765604139633,HAEUNDAEGU,BUSAN
829023097,YUSEONGGU,DAEJEON
215559030652,HAEUNDAEGU,BUSAN
383960880657,YUSEONGGU,DAEJEON
621823228401,GONGJUSI,CHUNGCHEONGNAMDO
287484619062,"GIMCHEONSI,","GYEONGSANGBUKDO,"
798940694130,DAEJEON,DAEJEON
280466761242,SUNCHEONSI,JEOLLANAMDO
189609205844,GONGJUSI,CHUNGCHEONGNAMDO
95316429417,HAEUNDAEGU,BUSAN
642641366241,HAEUNDAEGU,BUSAN
763304491119,JEJUDO,JEJUSI
954166992323,"GYERYONGSI,",CHUNGCHEONGNAMDO
781995650939,성산읍,서귀포시
266529774865,BUSAN,BUSAN
215559030652,HAEUNDAEGU,BUSAN
442121350739,SEJONGSI,SEJONGSI
404785034412,DAEGU,DAEGU
398912834479,서구,대전광역시
80654744563,YUSEONGGU,DAEJEON
894501949850,CHANGWONSI,GYEONGSANGNAMDO
687272639485,NAMGU,DAEGU
514080361690,YEONJE,BUSAN
991170837108,JEONJUSI,"JEOLLABUKDO,REPUBLICOFKOREA"
472310545904,BUSANJINGU,BUSAN
566786184548,POHANG,GYOUNGSANGBUKDO
542080795747,BUSANJINGU,BUSAN
48310456026,POHANGSI,GYEONGSANGBUKDO
582187389564,유성구,관평동
565038752220,BUKGU,DAEGU
214893197813,창원시,경상남도
730555514362,GUMISI,GYEONGSANGBUKDO
670469006110,SEJONG,
936122376183,"1307,YUSEONGDAERO,YUSEONGGU",DAEJEON
85307523710,ULSAN,ULSAN
209863623098,DAEJEON,
697687756696,HAEUNDAEGU,BUSAN
193277365573,NAMGU,"DAEGU,KOREA"
326759726640,GUMISI,GYEONGSANGBUKDO
573983359125,SEJONG,SEJONG
876905410145,YUSEONGGU,DAEJEON
818740488824,CHANGWONSI,GYEONGSANGNAMDO
486596647681,SEOGU,GWANGJU
23878951693,BUKGU,GWANGJU
508048097905,SEOGU,GWANGJU
237090357021,JEJUSI,JEJUDO
384882093139,JEJUSI,JEJUDO
824733278764,BUSAN,BUSAN
895274206323,춘천시,강원도
533343210702,서북구직산읍,충청남도천안시
692847024027,GYEONGSANSI,GYEONGSANGBUKDO
373605760366,BUSAN,BUSAN
568663173470,SEOGU,DAEGU
86185845642,SOKCHOSI,GANGWONDO
1344829053,DAEJEON,KOREA
81576671943,CHANGWONSI,GYEONGSANGNAMDO
983099129515,부산,해운대
868751624999,HAEUNDAEGU,BUSAN
672634283482,GONGJUSI,CHUNGCHEONGNAMDO
600621336812,GEUMJEONGGU,"BUSAN,REPUBLICOFKOREA"
717622391122,DONGRAE,BUSAN
973229040893,HEAUNDAE,BUSAN
802105445043,GUMISI,GYEONGSANGBUKDO
210087209368,BUSANYEONJEGU,REPUBLICOFKOREA
971555132292,BUSAN,BUSAN
671254253839,부산시,동래구
874319185801,함평군,전라남도
898354917966,JEJUSI,JEJUDO
656899541234,YOUSUNGGU,DAEJEON
827227681847,CHUNCHUN,KANGWON
790645380472,YUSEONGGU,DAEJEON
462103337407,YOUSONG,DAEJON
770142556952,CHANGWONSI,"GYEONGSANGNAMDO,REPUBLICOFKOREA"
387526857220,HAEUNDAEGU,BUSAN
782133143588,GYEONGSANSI,KOREA
101711065517,SEOGU,DAEJEON
845530043309,HAEUNDAEGU,BUSAN
296367204776,HAEUNDAE,BUSAN
724886814132,BUSAN,BUSAN
74398036580,GWANGSANGU,GWANGJU
661073761790,금정구,부산
326068650903,JINJUSI,GYEONGSANGNAMDO
381309181431,ASANSI,"ASANSI,CHUNGCHEONGNAMDO"
356308822786,DALSEOGU,DAEGU
345048490849,JEJUSI,JEJUDO
706947622020,DEAJEON,DEAJEON
851168513660,HAEUNDAEGU,BUSAN
772747888705,HAEUNDAEGU,BUSAN
186633932652,GUMI,GYEONGBUK
113626557127,JEONJUSI,JEOLLABUKDO
170975073056,JEJUSI,JEJUDO
683381861574,DONGNAEGU,BUSAN
226654214558,BUKGU,GWANGJU
148318292813,SEOCHEONGUN,CHUNGCHEONGNAMDO
71976805544,DAEJEON,DAEJEON
786531771744,BUSAN,BUSAN
821104669438,CHUNCHEONSI,GANGWONDO
666115892565,HAEUNDAEGU,BUSAN
874788934232,GONGJUSI,CHUNGCHEONGNAMDO
132099918825,"JEJUSI,",JEJUDO
534976781333,"JEJUSI,","JEJUDO,"
975077985885,YEOSUSI,JEOLLANAMDO
444989536034,SEOGU,DAEJEON
902370880842,HAEUNDAEGU,BUSAN
406393450547,"GYEONGSANSI,GYEONGSANGBUKDO",AMNYANGEUP
175172449071,BUKGU,GWANGJU
972167283374,SUSEONGGU,DAEGU
356308822786,DALSEOGU,DAEGU
930825239185,GONGJUSI,CHUNGCHEONGNAMDO
940543715453,JEJU,JEJU
755684804668,GONGJUSI,CHUNGCHEONGNAMDO
800156155270,남구,부산시
952642364580,ULSAN,KOREA
562696981637,GONGJU,
425555713708,BUSAN,BUSAN
607333380097,GYEONGSANSI,GYEONGSANGBUKDO
141003152179,UICHANGGU,CHANGWONSI
508048097905,SEOGU,GWANGJU
383236977254,공주시,공주시
746558391379,YUSEONGGU,DAEJEON
576816941891,JEJUSI,"JEJUDO,REP.OFKOREA"
282718278118,NAMGU,ULSAN
40315520605,춘천시,강원도
98333985463,대전,유성구
373818216294,GYEONGSANSI,GYEONGSANGBUKDO
438468493720,유성구,대전광역시
580494345613,"CHUNGCHEONGNAMDO,",REPUBLICOFKOREA
16140803193,GUMISI,GYEONGSANGBUKDO
349611504912,DAEJEON,KOREA/DAEJEON
4576982359,SEOGU,GWANGJU
724052176717,HAEUNDAEGU,BUSAN
374652661326,DAEJEON,SEOGU
479990581491,POHANGSI,GYUNGSANGBOOKDO
556912145495,BUSAN,BUSAN
27903342702,BUSAN,BUSAN
744562271791,BUSAN,HAEUNDAEGU
260147219477,DALSUNGGUN,DEAGU
641864831927,군산시,전라북도
573759923508,부산광역시,
4991243042,GUMISI,GYEONGSANGBUKDO
475968024836,BUSAN,BUSAN
909489928170,GWANGJU,JEOLLANAMDO
264258397634,부산진구,부산광역시
383570723961,ASANDIGITAL1RO,REPUBLICOFKOREA
400857539108,JEONJUSI,JEOLLABUKDO
405994076876,HAEUNDAEGU,"BUSAN,REPUBLICOFKOREA"
748295793260,HAEUNDAEGU,BUSAN
880838245691,BUKGU,DAEGU
73015384570,HAEUNDAEGU,BUSAN
784707224750,SASANGGU,"BUSAN,REPUBLICOFKOREA"
848366060931,JEOLLANAMDO,YEONGGWANGGUN
128634678559,부산광역시,남구
172795051914,CHEONGJUSI,CHUNGCHEONGBUKDO
256926525729,DAEGU,DAEGU
603424733166,DAEDEOKGU,DAEJEON
508791870823,YOOSUNGGU,DAJEON
324903285654,"SEONGSANGU,CHANGWONSI",GYEONGSANGNAMDO
341081934155,HAEUNDAEGU,BUSAN
998211925864,CHANGWONSI,GYEONGSANGNAMDO
199147023459,DAEGU/DONGGU,DAEGU
555966951546,CHEONANSI,CHUNGCHEONGNAMDO
740852091890,ULSAN,NAMGU
354556130749,SEOGU,GWANGJU
548685459141,"JEUNGPYEONGEUP,JEUNGPYEONGGUN",CHUNGCHEONGBUKDO
241033837884,BUKGU,GWANGJU
515236936047,BUKGU,DAEGU
86849521175,GYEONGSANSI,GYEONGSANGBUKDO
149904321413,PUSAN,PUSAN
572769988339,"GEUMJEONGGU,BUSAN",REPUBLICOFKOREA
593594206625,SEOGU,DAEJEON
622304646682,HAEUNDAEGU,BUSAN
38037849142,BUSANJINGU,BUSAN
411668413629,DAEGU,DAEGU
118430093716,"JEJUSI,","JEJUDO,"
267800590906,YUSEONGGU,DAEJEON
952984375244,KANG,BUSAN
387267199038,GIMHAESI,GYEONGSANGNAMDO
253078327476,DEAGU,KOREA
685930567154,광주,광주
73592146197,GONGJUSI,CHUNGCHEONGNAMDO
195487813175,전주시,전라북도
274701164444,DAEGU,DAEGU
509125957593,CHEONGJUSI,HEUNGDEOKGU
571854834073,GYEONGSANGNAMDO,HADONGGUN
375442000859,BUSAN,BUSAN
759542052162,DAEGU,BUKGU
193277365573,NAMGU,"DAEGU,KOREA"
165098537391,GORYEONGGUN,GYEONGSANGBUKDO
804588996950,GONGJUSI,CHUNGCHEONGNAMDO
607884780935,BUSAN,REPUBLICOFKOREA
110352915740,알뜰폰,BUSAN
197048283666,YUSEONGGU,DAEJEON
52200829200,BUSAN,BUSAN
152459804842,BUSAN,BUSAN
867633406088,대구,대구
570717451218,DAEJEON,DAEJEON
44606193969,BUKGU,GWANGJU
445267921174,GIMHAES,GYEONGSANGNAMDO
574638304853,DAEGU,DALSOEGU
376618382071,ULJUGUN,ULSAN
517016073099,HAEUNDAEGU,BUSAN
940525796500,JEJUSI,JEJUDO
477954055844,수영구,부산시
766947752708,YUSEONGGU,DAEJEON
717229058977,BUSAN,BUSAN
446923833140,"GONGJUSI,",CHUNGCHEONGNAMDO
237781548551,GONGJUSI,CHUNGCHEONGNAMDO
366076684399,GONGJUSI,CHUNGCHEONGNAMDO
600454192123,YUSEONGGU,DAEJEON
335224751778,CHANGWON,GYEONGNAM
242109194904,CHUNCHEONSI,GANGWONDO
374960567486,GUNSANSI,JOENLABUKDO
606858542953,세종특별자치시,충청남도
708082261747,JEONJUSI,"JEOLLABUKDO,REPUBLICOFKOREA"
337301311550,SUYEONGGU,BUSAN
833404998424,POHANGSI,GYUNGSANGBUKDO
342810744806,GYEONGSANGBUKDO,SANGJUSI
282518491560,DAEGU,SUSEONGGU
910616693304,DAEGUMETROPOLITANCITY,DAEGU
988545707787,남구,대구
924151097170,JEONJUSI,JEOLLABUKDO
572248474717,CHANGWONSI,GYUNGNAM
972081065472,"HYEONPUNGEUP,DALSEONGGUN",DAEGU
106523991214,JEJUSI,JEJUDO
374656536781,BUSAN,YONJEGU
303998760044,CHUNGCHEONGBUKDO,"SANGDANGGU,"
496637285575,BUSAN,KOREA
483605465931,DAEJEON,DAEJEON
191963223035,SUSEONGGU,DAEGU
24277338628,JEJUSI,JEJUDO
686363304504,"DEOKJINGU,JEONJUSI",JEOLLABUKDO
704574379635,CHEONANSI,CHUNGCHEONGNAMDO
153517331121,GIMHAESI,GYEONGSANGNAMDO
20762117075,YUSEONGGO,DAEJEON
44085909635,NAMGU,DAEGU
462103337407,YOUSONG,DAEJON
202683695090,GUMISI,GYEONGSANGBUKDO
63418038985,GWANGJU,BUKGU
447697646034,GONGJUSI,CHUNGCHEONGNAMDO
543694473273,GIMHAESI,GIMHAESI
723427555413,YUSEONGGU,DAEJEON
811925068804,YOOSEONG,DAEJEON
608561325839,CHUNGJOO,청주시충청북도
882562196796,JEJU,JEJU
566230547915,동래구,부산광역시
722601682815,CHUNGJUSI,CHOONGCHUNGBUKDO
674430067660,GUMISI,GYEONGSANGBUKDO
381978656341,GEUMSANGUN,CHUNGCHEONGNAMDO
274740264677,서구,대전
482620095995,DALSEOGU,DAEGU
472285748139,DONGNAEGU,BUSAN
190594267513,SEOGU,BUSAN
350313539090,대전시,서구
472549779023,WONJUSI,GANGWONDO
496606097146,BUSAN,GEUMJEONGGU
666348871544,GEOJE,GYEONGSANGNAMDO
762329027531,DAEDEOKGU,"DAEJEON,REPUBLICOFKOREA"
683737231758,진천군,충청북도
34553565409,BUSAN,HAEUNDAEGU
94970881308,BUKGU,DAEGU
238489709320,동구,대전
619330528850,ULSAN,ULSAN
517928373541,IKSAN,JEOLLABUKDO
934437647532,SOKCHOSI,GANGWONDO
377598944106,속초시,강원도
415197733575,HONGCHEONGUN,GANGWONDO
506980105169,JEJU,JEJU
507977523569,춘천시,GANGWEONDO
245439916157,NAMGU,DAEGU
407416792023,BUKGU,BUSAN
314788981272,PYEONGCHANGGUN,GANGWONDO
652979882007,SASANGGU,BUSAN
550624504897,YUSEONGGU,DAEJEON
136483892757,DAEJEON,DAEJEON
833230608026,DAEJEON,DAEJEON
704033196002,CHEONGJUSISEOWONGU,CHUNGCHEONGBUKDO
482287752967,DAEJEON,DAEJEON
942083365966,BUSAN,BUSAN
97427515379,CHANGWONSI,"GYEONGSANGNAMDO,REPUBLICOFKOREA"
72425172420,CHEONANSI,CHEONANSI
708410242630,GEOJESI,GTEONGSANGNAMDO
635608362793,JEONJUSI,"JEOLLABUKDO,REPUBLICOFKOREA"
928034998517,대구시,북구
120503565965,JEJUSI,JEJUDO
929086262490,"HEUNGDEOKGU,CHEONGJUSI",CHUNGCHEONGBUKDO
65530583334,YESANGUN,CHUNGCHEONGNAMDO
162587444134,"HAEUNDAEGU,BUSAN",BUSAN
845959070026,SUSEONGGU,DAEGU
600454192123,YUSEONGGU,DAEJEON
961368271643,춘천시,강원도
159552820182,SAHAGU,BUSAN
416424966108,NONSANSI,"CHUNGCHEONGNAMDO,"
207022509372,HAMANGEUN,GYEONGSANGNAMDO
106523991214,JEJUSI,JEJUDO
130341537955,YUSEONGGU,DAEJEON
324875961444,DAEJEON,DAEJEON
132180293282,DONGGU,DAEGU
101225378880,유성,대전광역
801339058572,CHEONANSI,CHUNGCHENGNAMDO
692208835809,SUYEONGGU,BUSAN
743883563350,DAEGU,
793141853107,김해시,경상남도
304077475632,JEJUSI,JEJUDO
487171992917,SASANGGU,BUSAN
783276541515,부산,부산
425503084488,GWANGJU,GWANGJU
693756507921,GONGJUSI,CHUNGCHEONGNAMDO
803609402610,해운대구,부산광역시
53566730623,SOKCHOSI,GANGWONDO
615183903221,BUSANJINGU,BUSAN
69241963837,BUSANJINGU,BUSAN
237523892448,천안시동남구,충청남도
592824329320,BUKGU,GWANGJU
217009355639,DAEGU,SUSEONGGU
142222307585,DEOKJINGU,JEONJUSI
430070626137,NAMGU,GWANGJU
619330528850,ULSAN,ULSAN
192219970851,DAEGU,DAEGUBUKGU
198418137386,GWANGJU,GWANGJU
